Treatment,Pop,GH.area,Mat.area,Dam,Plant_ID,SM_g,GR,FT,DTF,CW,ASD_S,ASD_L,ASD,SM.s,GR.s,CW.s,ASD.s,ORQFT,Index
Sel,PENN,AA,A1,101,101-1,0.037,0.44,303,207,33.61,-0.61,0.084,0.347,0.571332679,-0.578216746,-0.046686662,-3.25049273,2.898998593,1.915846621
Sel,PENN,AA,A1,101,101-10,0.035,0.56,289,193,38.37,-0.36,2.68,1.52,0.222642708,0.294108836,1.074820778,-0.310984741,1.747869291,-0.168917397
Sel,PENN,AA,A1,101,101-2,0.033,0.44,286,190,37.82,-0.42,2.91,1.665,-0.126047264,-0.578216746,0.945234835,0.052381549,1.419250753,-0.037849048
Sel,PENN,AA,A1,101,101-3,0.037,0.56,272,176,23.99,-2.58,1.55,2.065,0.571332679,0.294108836,-2.313262623,1.054771316,1.001057002,-1.652186683
Sel,PENN,AA,A1,101,101-4,0.033,0.67,289,193,36.03,0,3.45,1.725,-0.126047264,1.093740619,0.523491491,0.202740014,1.747869291,-1.270725612
Sel,PENN,AA,A1,101,101-5,0.041,0.67,286,190,37.18,0,2.59,1.295,1.268712622,1.093740619,0.794443918,-0.874828984,1.419250753,0.312024007
Sel,PENN,AA,A1,101,101-6,0.035,0.33,294,198,37.74,-0.26,2.9,1.58,0.222642708,-1.37784853,0.92638597,-0.160626276,2.251827465,0.397128625
Sel,PENN,AA,A1,101,101-7,0.035,0.44,290,194,37.18,0,2.59,1.295,0.222642708,-0.578216746,0.794443918,-0.874828984,1.878118196,0.594440557
Sel,PENN,AA,A1,101,101-8,0.037,0.67,266,170,37.97,0,4.44,2.22,0.571332679,1.093740619,0.980576456,1.44319735,0.798764866,-1.430547602
Sel,PENN,AA,A1,101,101-9,0.035,0.44,286,190,37.93,0,2.98,1.49,0.222642708,-0.578216746,0.971152023,-0.386163973,1.419250753,0.442643178
Sel,PENN,AA,A1,102,102-1,0.039,0.22,296,200,33.57,0,2.57,1.285,0.920022651,-2.177480313,-0.056111094,-0.899888728,2.421838569,1.352450445
Sel,PENN,AA,A1,102,102-10,0.036,0.56,288,192,40.97,-0.56,2.24,1.4,0.396987693,0.294108836,1.687408876,-0.611701671,1.615401951,0.335823293
Sel,PENN,AA,A1,102,102-2,0.041,0.44,289,193,33.57,0,3.49,1.745,1.268712622,-0.578216746,-0.056111094,0.252859503,1.747869291,0.034252665
Sel,PENN,AA,A1,102,102-3,0.038,0.44,288,192,38.89,-0.46,2.37,1.415,0.745677665,-0.578216746,1.197338398,-0.574112054,1.615401951,0.796071989
Sel,PENN,AA,A1,102,102-4,0.033,0.44,295,199,46.27,-0.64,2.96,1.8,-0.126047264,-0.578216746,2.936146152,0.390688096,2.351103457,-0.095338459
Sel,PENN,AA,A1,102,102-5,0.036,0.44,288,192,38.02,-0.36,2.82,1.59,0.396987693,-0.578216746,0.992356996,-0.135566532,1.615401951,0.268575407
Sel,PENN,AA,A1,102,102-6,0.036,0.44,291,195,37.67,-0.16,3.57,1.865,0.396987693,-0.578216746,0.909893214,0.553576433,1.967424428,-0.386709958
Sel,PENN,AA,A1,102,102-7,0.037,0.44,271,175,25.14,0.24,4.97,2.605,0.571332679,-0.578216746,-2.042310195,2.4079975,0.964927376,-2.100696208
Sel,PENN,AA,A1,102,102-8,0.035,0.56,287,191,39.83,-0.36,2.82,1.59,0.222642708,0.294108836,1.418812556,-0.135566532,1.51930766,-0.127133983
Sel,PENN,AA,A1,102,102-9,0.032,0.44,293,197,39.57,-0.33,2.19,1.26,-0.30039225,-0.578216746,1.357553747,-0.962538089,2.170770486,0.478489354
Sel,PENN,AA,A1,103,103-1,0.034,0.44,292,196,38.55,0,3.43,1.715,0.048297722,-0.578216746,1.117230724,0.17768027,2.070863555,-0.241253404
Sel,PENN,AA,A1,103,103-10,0.036,0.56,262,166,29.98,-1.81,1.8,1.805,0.396987693,0.294108836,-0.90195389,0.403217968,0.636321107,-0.746262856
Sel,PENN,AA,A1,103,103-2,0.037,0.56,287,191,35.77,0,2.12,1.06,0.571332679,0.294108836,0.462232681,-1.463732972,1.51930766,0.752348849
Sel,PENN,AA,A1,103,103-3,0.039,0.78,284,188,36.73,-0.12,2.35,1.235,0.920022651,1.893372403,0.688419055,-1.025187449,1.309237517,-0.143538214
Sel,PENN,AA,A1,103,103-4,0.034,0.56,293,197,37.71,0,3.12,1.56,0.048297722,0.294108836,0.919317646,-0.210745764,2.170770486,-0.508585544
Sel,PENN,AA,A1,103,103-5,0.034,0.67,285,189,36.9,-0.58,1.34,0.96,0.048297722,1.093740619,0.728472893,-1.714330413,1.343150612,0.417034075
Sel,PENN,AA,A1,103,103-7,0.036,0.67,287,191,39.16,-0.42,2.13,1.275,0.396987693,1.093740619,1.260953316,-0.924948473,1.51930766,0.061358099
Sel,PENN,AA,A1,103,103-8,0.035,0.78,277,181,36.41,-0.32,3.37,1.845,0.222642708,1.893372403,0.613023597,0.503456944,1.094471489,-1.515689957
Sel,PENN,AA,A1,103,103-9,0.033,0.56,286,190,34.1,-0.68,2.68,1.68,-0.126047264,0.294108836,0.068762634,0.089971166,1.419250753,-0.762460592
Sel,PENN,AA,A1,104,104-1,0.04,0.33,291,195,31.58,-0.52,3.36,1.94,1.094367636,-1.37784853,-0.524976599,0.741524514,1.967424428,-0.17452728
Sel,PENN,AA,A1,104,104-2,0.029,0.56,289,193,41.42,0,2.8,1.4,-0.823427207,0.294108836,1.793433739,-0.611701671,1.747869291,-0.207832963
Sel,PENN,AA,A1,104,104-3,0.044,0.44,270,174,38.01,-0.78,4.77,2.775,1.791747579,-0.578216746,0.990000888,2.834013151,0.935451918,-1.084302514
Sel,PENN,AA,A1,104,104-4,0.034,0.67,285,189,42.18,-0.39,2.28,1.335,0.048297722,1.093740619,1.972497952,-0.774590008,1.343150612,0.049686337
Sel,PENN,AA,A1,104,104-5,0.035,0.56,268,172,30.06,-0.6,3.61,2.105,0.222642708,0.294108836,-0.883105026,1.155010292,0.890956071,-1.461628108
Sel,MARY,AA,A1,208,208-1,0.042,0.22,172,76,29.99,-1.34,1.62,1.48,1.443057608,-2.177480313,-0.899597782,-0.411223717,-0.56329576,2.053095481
Sel,MARY,AA,A1,208,208-10,0.038,0.56,157,61,34.02,-1.52,2.53,2.025,0.745677665,0.294108836,0.049913769,0.954532339,-1.691289789,0.071407716
Sel,MARY,AA,A1,208,208-2,0.035,0.22,160,64,34.36,-1.18,1.72,1.45,0.222642708,-2.177480313,0.130021443,-0.48640295,-1.058871293,2.030006832
Sel,MARY,AA,A1,208,208-3,0.032,0.33,158,62,37.11,-0.79,2.15,1.47,-0.30039225,-1.37784853,0.777951162,-0.436283462,-1.409682012,1.634742707
Sel,MARY,AA,A1,208,208-4,0.034,0.44,156,60,32.82,-1.76,1.31,1.535,0.048297722,-0.578216746,-0.232819199,-0.273395125,-2.112682138,1.220303294
Sel,MARY,AA,A1,208,208-5,0.032,0.44,157,61,34.47,-1.64,2.2,1.92,-0.30039225,-0.578216746,0.155938632,0.691405025,-1.691289789,0.310713021
Sel,MARY,AA,A1,208,208-6,0.037,0.33,157,61,28.99,-1.42,2.21,1.815,0.571332679,-1.37784853,-1.135208589,0.428277712,-1.691289789,0.968630425
Sel,MARY,AA,A1,208,208-7,0.035,0.44,158,62,34.77,-0.98,2.22,1.6,0.222642708,-0.578216746,0.226621874,-0.110506788,-1.409682012,1.04638273
Sel,MARY,AA,A1,208,208-8,0.036,0.56,157,61,33.22,-0.94,2.77,1.855,0.396987693,0.294108836,-0.138574876,0.528516688,-1.691289789,0.186632453
Sel,MARY,AA,A1,208,208-9,0.034,0.56,156,60,32.5,-0.87,1.73,1.3,0.048297722,0.294108836,-0.308214657,-0.862299112,-2.112682138,1.168577272
Sel,MARY,AA,A1,209,209-1,0.032,0.44,159,63,32.75,-0.9,2.95,1.925,-0.30039225,-0.578216746,-0.249311956,0.703934897,-1.208243346,0.023865376
Sel,MARY,AA,A1,209,209-10,0.031,0.44,170,74,36.75,-1.34,1.72,1.53,-0.474737235,-0.578216746,0.693131272,-0.285924997,-0.649300555,0.72911679
Sel,MARY,AA,A1,209,209-2,0.035,0.44,157,61,34.23,-1.85,2.58,2.215,0.222642708,-0.578216746,0.099392038,1.430667478,-1.691289789,-0.025201431
Sel,MARY,AA,A1,209,209-3,0.035,0.33,171,75,33.66,-1.21,2.34,1.775,0.222642708,-1.37784853,-0.034906121,0.328038735,-0.619179906,0.801596664
Sel,MARY,AA,A1,209,209-4,0.035,0.44,158,62,33.59,-1.77,2.64,2.205,0.222642708,-0.578216746,-0.051398878,1.405607734,-1.409682012,-0.14609668
Sel,MARY,AA,A1,209,209-5,0.034,0.56,160,64,33.64,-1.31,2.03,1.67,0.048297722,0.294108836,-0.039618338,0.064911422,-1.058871293,0.180905029
Sel,MARY,AA,A1,209,209-6,0.032,0.33,170,74,28.89,-0.82,1.32,1.07,-0.30039225,-1.37784853,-1.15876967,-1.438673228,-0.649300555,1.596998529
Sel,MARY,AA,A1,209,209-7,0.035,0.33,157,61,33.96,-1.2,2.09,1.645,0.222642708,-1.37784853,0.035777121,0.002262061,-1.691289789,1.440717181
Sel,MARY,AA,A1,209,209-8,0.039,0.56,156,60,33.81,-1.5,3.08,2.29,0.920022651,0.294108836,0.0004355,1.618615559,-2.112682138,-0.207642081
Sel,MARY,AA,A1,209,209-9,0.031,0.56,158,62,31.32,-2.03,2.14,2.085,-0.474737235,0.294108836,-0.586235409,1.104890804,-1.409682012,-0.830957207
Sel,MARY,AA,A2,210,210-1,0.039,0.56,159,63,39.29,-0.73,1.67,1.2,0.920022651,0.294108836,1.291582721,-1.112896554,-1.208243346,1.827651477
Sel,MARY,AA,A2,210,210-10,0.037,0.67,159,63,36.98,-1.62,1.44,1.53,0.571332679,1.093740619,0.747321757,-0.285924997,-1.208243346,0.496397259
Sel,MARY,AA,A2,210,210-2,0.038,0.44,159,63,32.34,-1.65,1.24,1.445,0.745677665,-0.578216746,-0.345912386,-0.498932822,-1.208243346,1.336306136
Sel,MARY,AA,A2,210,210-3,0.044,0.44,157,61,32.92,-0.51,1.77,1.14,1.791747579,-0.578216746,-0.209258118,-1.263255019,-1.691289789,2.557371549
Sel,MARY,AA,A2,210,210-4,0.032,0.44,160,64,37.85,-1.62,1.92,1.77,-0.30039225,-0.578216746,0.952303159,0.315508863,-1.058871293,0.57315774
Sel,MARY,AA,A2,210,210-5,0.035,0.44,159,63,39.29,-1.3,2.21,1.755,0.222642708,-0.578216746,1.291582721,0.277919247,-1.208243346,0.967720609
Sel,MARY,AA,A2,210,210-6,0.033,0.33,159,63,32.34,-1.31,1.98,1.645,-0.126047264,-1.37784853,-0.345912386,0.002262061,-1.208243346,1.019439427
Sel,MARY,AA,A2,210,210-7,0.036,0.33,171,75,30.9,-0.93,0.92,0.925,0.396987693,-1.37784853,-0.685191948,-1.802039518,-0.619179906,2.278679892
Sel,MARY,AA,A2,210,210-8,0.039,0.44,163,67,36.94,-1.83,2.49,2.16,0.920022651,-0.578216746,0.737897325,1.292838885,-0.785920783,0.223001891
Sel,MARY,AA,A2,210,210-9,0.033,0.56,162,66,32.13,-1.63,2.54,2.085,-0.126047264,0.294108836,-0.395390656,1.104890804,-0.847317869,-0.830325222
Sel,MARY,AA,A2,211,211-1,0.039,0.22,159,63,29.3,-1.43,1.24,1.335,0.920022651,-2.177480313,-1.062169239,-0.774590008,-1.208243346,2.282533387
Sel,MARY,AA,A2,211,211-10,0.022,0.33,160,64,35.42,-1.19,2.11,1.65,-2.043842107,-1.37784853,0.379768899,0.014791933,-1.058871293,0.323465096
Sel,MARY,AA,A2,211,211-2,0.035,0.56,157,61,31.9,-1.09,3.18,2.135,0.222642708,0.294108836,-0.449581141,1.230189525,-1.691289789,-0.488055389
Sel,MARY,AA,A2,211,211-3,0.038,0.56,159,63,35.86,-1.49,1.76,1.625,0.745677665,0.294108836,0.483437653,-0.047857427,-1.208243346,0.754155031
Sel,MARY,AA,A2,211,211-4,0.028,0.33,174,78,38.96,-0.41,2.21,1.31,-0.997772193,-1.37784853,1.213831154,-0.837239368,-0.487867882,1.418753273
Sel,MARY,AA,A2,211,211-5,0.032,0.56,157,61,33.52,-0.96,1.77,1.365,-0.30039225,0.294108836,-0.067891634,-0.699410775,-1.691289789,0.812154544
Sel,HOFF,AB,A3,315,315-1,0.029,0.44,211,115,32.38,-2.74,0,1.37,-0.823427207,-0.578216746,-0.336487954,-0.686880903,-0.394749715,0.514814301
Sel,HOFF,AB,A3,315,315-10,0.03,0.44,173,77,25.75,0,2.92,1.46,-0.649082221,-0.578216746,-1.898587603,-0.461343206,-0.511122438,0.054408254
Sel,HOFF,AB,A3,315,315-2,0.029,0.22,173,77,29.66,-0.73,1.16,0.945,-0.823427207,-2.177480313,-0.977349348,-1.75192003,-0.511122438,2.030027683
Sel,HOFF,AB,A3,315,315-3,0.031,0.44,214,118,32.92,-1.63,1.91,1.77,-0.474737235,-0.578216746,-0.209258118,0.315508863,-0.334568781,-0.063416839
Sel,HOFF,AB,A3,315,315-4,0.029,0.33,218,122,32.79,-2.57,0,1.285,-0.823427207,-1.37784853,-0.239887523,-0.899888728,-0.206732213,1.058696473
Sel,HOFF,AB,A3,315,315-5,0.034,0.33,216,120,28.86,-1.96,2.02,1.99,0.048297722,-1.37784853,-1.165837994,0.866823234,-0.275576727,-0.089836113
Sel,HOFF,AB,A3,315,315-6,0.03,0.44,218,122,28.66,-2.61,0,1.305,-0.649082221,-0.578216746,-1.212960155,-0.84976924,-0.206732213,0.413307185
Sel,HOFF,AB,A3,315,315-7,0.027,0.33,221,125,35.44,-1.43,2.52,1.975,-1.172117178,-1.37784853,0.384481115,0.829233618,-0.082788575,-0.247989856
Sel,HOFF,AB,A3,315,315-8,0.029,0.33,220,124,30.16,-2.89,0,1.445,-0.823427207,-1.37784853,-0.859543945,-0.498932822,-0.130569274,0.572974632
Sel,HOFF,AB,A3,315,315-9,0.03,0.56,172,76,25.76,-0.52,2.26,1.39,-0.649082221,0.294108836,-1.896231495,-0.636761415,-0.56329576,-0.263732885
Sel,HOFF,AB,A3,316,316-1,0.03,0.56,172,76,29.87,-0.96,1.75,1.355,-0.649082221,0.294108836,-0.927871079,-0.724470519,-0.56329576,0.055226127
Sel,HOFF,AB,A3,316,316-10,0.029,0.44,174,78,30.2,-0.73,0.53,0.63,-0.823427207,-0.578216746,-0.850119513,-2.541301971,-0.487867882,1.782296556
Sel,HOFF,AB,A3,316,316-2,0.027,0.44,174,78,41.34,-0.38,3.25,1.815,-1.172117178,-0.578216746,1.774584875,0.428277712,-0.487867882,0.12867687
Sel,HOFF,AB,A3,316,316-3,0.031,0.56,166,70,33.93,-0.63,2.8,1.715,-0.474737235,0.294108836,0.028708796,0.17768027,-0.702364248,-0.235593068
Sel,HOFF,AB,A3,316,316-4,0.031,0.44,173,77,36.37,-0.35,2.63,1.49,-0.474737235,-0.578216746,0.603599165,-0.386163973,-0.511122438,0.730653411
Sel,HOFF,AB,A3,316,316-5,0.028,0.67,214,118,39.4,-2.2,2.1,2.15,-0.997772193,1.093740619,1.317499909,1.267779141,-0.334568781,-1.485264041
Sel,HOFF,AB,A3,316,316-6,0.034,0.33,176,80,35.5,-0.36,2.23,1.295,0.048297722,-1.37784853,0.398617763,-0.874828984,-0.46879825,1.675357489
Sel,HOFF,AB,A3,316,316-7,0.027,0.44,171,75,30.14,-1.74,1.14,1.44,-1.172117178,-0.578216746,-0.864256161,-0.511462694,-0.619179906,0.176429368
Sel,HOFF,AB,A3,316,316-8,0.028,0.44,171,75,34.5,-1.67,1.07,1.37,-0.997772193,-0.578216746,0.163006956,-0.686880903,-0.619179906,0.650548217
Sel,HOFF,AB,A3,316,316-9,0.035,0.33,173,77,31.21,0,2.35,1.175,0.222642708,-1.37784853,-0.612152598,-1.175545914,-0.511122438,1.722015065
Sel,HOFF,AB,A3,317,317-1,0.031,0.56,221,125,28.82,-2.5,2.68,2.59,-0.474737235,0.294108836,-1.175262426,2.370407884,-0.082788575,-2.3903561
Sel,HOFF,AB,A3,317,317-10,0.031,0.33,272,176,40.04,1.27,5.79,3.53,-0.474737235,-1.37784853,1.468290826,4.726023834,1.001057002,-2.925318225
Sel,HOFF,AB,A3,317,317-2,0.03,0.67,221,125,35.41,-1,1.92,1.46,-0.649082221,1.093740619,0.37741279,-0.461343206,-0.082788575,-0.394630293
Sel,HOFF,AB,A3,317,317-3,0.029,0.44,259,163,37.29,-0.21,3.98,2.095,-0.823427207,-0.578216746,0.820361107,1.129950548,0.557120625,-0.860454555
Sel,HOFF,AB,A3,317,317-4,0.03,0.56,222,126,33.96,-0.61,2.5,1.555,-0.649082221,0.294108836,0.035777121,-0.223275636,-0.041652333,-0.246796651
Sel,HOFF,AB,A3,317,317-5,0.032,0.56,247,151,33.92,-0.92,1.99,1.455,-0.30039225,0.294108836,0.026352688,-0.473873078,0.222937096,-0.008147007
Sel,HOFF,AB,A3,317,317-6,0.024,0.33,221,125,33.31,-0.43,3.61,2.02,-1.695152136,-1.37784853,-0.117369904,0.942002467,-0.082788575,-0.687794691
Sel,HOFF,AB,A3,317,317-7,0.034,0.56,222,126,34.95,-1.7,1.96,1.83,0.048297722,0.294108836,0.269031819,0.465867328,-0.041652333,-0.394696558
Sel,HOFF,AB,A3,317,317-8,0.033,0.67,250,154,36.31,0,3.1,1.55,-0.126047264,1.093740619,0.589462517,-0.235805508,0.321571605,-0.42403057
Sel,HOFF,AB,A3,317,317-9,0.026,0.67,219,123,33.29,-1.24,2.97,2.105,-1.346462164,1.093740619,-0.12208212,1.155010292,-0.169718362,-1.988184498
Sel,HOFF,AB,A3,318,318-1,0.027,0.56,172,76,29.28,-0.48,3.04,1.76,-1.172117178,0.294108836,-1.066881455,0.290449119,-0.56329576,-0.955481182
Sel,HOFF,AB,A3,318,318-2,0.026,0.44,173,77,33.4,-0.96,1.1,1.03,-1.346462164,-0.578216746,-0.096164931,-1.538912204,-0.511122438,1.023487255
Sel,HOFF,AB,A3,318,318-3,0.026,0.56,171,75,29.6,-0.99,0.85,0.92,-1.346462164,0.294108836,-0.991485997,-1.81456939,-0.619179906,0.563530627
Sel,HOFF,AB,A3,318,318-4,0.024,0.56,172,76,32.85,-1.09,2.25,1.67,-1.695152136,0.294108836,-0.225750875,0.064911422,-0.56329576,-0.792947794
Sel,HOFF,AB,A3,318,318-5,0.021,0.67,173,77,31,-1.7,1.95,1.825,-2.218187093,1.093740619,-0.661630867,0.453337456,-0.511122438,-1.865356463
Sel,ELLR,AB,A4,422,422-1,0.04,0.22,248,152,40.51,0,3.41,1.705,1.094367636,-2.177480313,1.579027905,0.152620526,0.259165277,1.846001322
Sel,ELLR,AB,A4,422,422-10,0.037,0.33,265,169,36.53,-0.62,3.06,1.84,0.571332679,-1.37784853,0.641296894,0.490927072,0.765320892,0.51794956
Sel,ELLR,AB,A4,422,422-2,0.036,0.11,264,168,32.77,-0.56,3.25,1.905,0.396987693,-2.977112097,-0.244599739,0.653815409,0.722776022,0.961037567
Sel,ELLR,AB,A4,422,422-3,0.039,0.22,216,120,35.66,-0.3,3.75,2.025,0.920022651,-2.177480313,0.436315492,0.954532339,-0.275576727,1.068515116
Sel,ELLR,AB,A4,422,422-4,0.038,0.22,291,195,37.19,-0.2,2.83,1.515,0.745677665,-2.177480313,0.796800026,-0.323514613,1.967424428,1.236879993
Sel,ELLR,AB,A4,422,422-5,0.04,0.33,215,119,31.28,-1.27,1.35,1.31,1.094367636,-1.37784853,-0.595659841,-0.837239368,-0.304325739,1.777906503
Sel,ELLR,AB,A4,422,422-6,0.04,0.22,302,206,37.81,-1.22,1.2,1.21,1.094367636,-2.177480313,0.942878727,-1.08783681,2.797661485,1.695188014
Sel,ELLR,AB,A4,422,422-7,0.036,0.22,283,187,39.76,-0.89,1.81,1.35,0.396987693,-2.177480313,1.4023198,-0.737000391,1.282085024,1.794200557
Sel,ELLR,AB,A4,422,422-8,0.036,0.22,260,164,33.49,-0.31,2.8,1.555,0.396987693,-2.177480313,-0.074959959,-0.223275636,0.579869229,1.275982825
Sel,ELLR,AB,A4,422,422-9,0.039,0.44,293,197,31.71,-0.21,2.47,1.34,0.920022651,-0.578216746,-0.494347195,-0.762060136,2.170770486,0.368866761
Sel,ELLR,AB,A4,423,423-1,0.029,0.33,254,158,31.09,-0.95,2.36,1.655,-0.823427207,-1.37784853,-0.640425895,0.027321805,0.423445778,0.045534352
Sel,ELLR,AB,A4,423,423-10,0.032,0.56,284,188,33.56,-1.61,1.2,1.405,-0.30039225,0.294108836,-0.058467202,-0.599171799,1.309237517,-0.322934202
Sel,ELLR,AB,A4,423,423-2,0.028,0.22,267,171,31.91,-0.95,2.06,1.505,-0.997772193,-2.177480313,-0.447225033,-0.348574357,0.841454099,0.578596452
Sel,ELLR,AB,A4,423,423-3,0.033,0.33,297,201,37.94,-0.56,0.61,0.585,-0.126047264,-1.37784853,0.973508132,-2.654070819,2.507275368,2.010246393
Sel,ELLR,AB,A4,423,423-5,0.033,0.44,288,192,33.7,-1.9,1.15,1.525,-0.126047264,-0.578216746,-0.025481689,-0.298454869,1.615401951,-0.103130924
Sel,ELLR,AB,A4,423,423-6,0.031,0.44,295,199,33.42,0,2.54,1.27,-0.474737235,-0.578216746,-0.091452715,-0.937478345,2.351103457,-0.059232012
Sel,ELLR,AB,A4,423,423-7,0.033,0.44,267,171,31.87,0,4.24,2.12,-0.126047264,-0.578216746,-0.456649465,1.192599909,0.841454099,-1.042979099
Sel,ELLR,AB,A4,423,423-8,0.028,0.44,255,159,29.32,0,3.67,1.835,-0.997772193,-0.578216746,-1.057457023,0.4783972,0.453144702,-0.910353709
Sel,ELLR,AB,A4,423,423-9,0.031,0.67,221,125,25.26,-1.76,2.75,2.255,-0.474737235,1.093740619,-2.014036898,1.530906455,-0.082788575,-2.418529511
Sel,ELLR,AB,A5,424,424-1,0.038,0.22,282,186,37.27,-0.53,2.37,1.45,0.745677665,-2.177480313,0.815648891,-0.48640295,1.24177622,1.619312823
Sel,ELLR,AB,A5,424,424-10,0.036,0.56,255,159,33.79,0,4.48,2.24,0.396987693,0.294108836,-0.004276717,1.493316838,0.453144702,-1.250624159
Sel,ELLR,AB,A5,424,424-2,0.033,0.22,251,155,34.16,-1.58,1.2,1.39,-0.126047264,-2.177480313,0.082899282,-0.636761415,0.354484077,1.477826816
Sel,ELLR,AB,A5,424,424-3,0.03,0.33,255,159,29.26,0,2.96,1.48,-0.649082221,-1.37784853,-1.071593671,-0.411223717,0.453144702,0.320581424
Sel,ELLR,AB,A5,424,424-4,0.032,0.33,288,192,40.03,-0.79,1.29,1.04,-0.30039225,-1.37784853,1.465934718,-1.51385246,1.615401951,1.538764957
Sel,ELLR,AB,A5,424,424-5,0.032,0.44,267,171,34.61,0,3.9,1.95,-0.30039225,-0.578216746,0.188924145,0.766584258,0.841454099,-0.633879545
Sel,ELLR,AB,A5,424,424-7,0.034,0.44,259,163,32.11,-1.04,3.1,2.07,0.048297722,-0.578216746,-0.400102872,1.067301188,0.557120625,-0.759898688
Sel,ELLR,AB,A5,424,424-8,0.029,0.67,258,162,35.14,0,4.58,2.29,-0.823427207,1.093740619,0.313797873,1.618615559,0.53533348,-2.241199513
Sel,ELLR,AB,A5,424,424-9,0.037,0.56,221,125,32.42,-1.64,1.25,1.445,0.571332679,0.294108836,-0.327063522,-0.498932822,-0.082788575,0.400618139
Sel,ELLR,AB,A5,425,425-1,0.03,0.44,265,169,39.2,-0.58,3.73,2.155,-0.649082221,-0.578216746,1.270377748,1.280309013,0.765320892,-0.852213632
Sel,ELLR,AB,A5,425,425-2,0.035,0.33,171,75,28.9,-0.29,2.21,1.25,0.222642708,-1.37784853,-1.156413562,-0.987597833,-0.619179906,1.478667003
Sel,ELLR,AB,A5,425,425-3,0.04,0.33,253,157,34.78,-0.56,2.04,1.3,1.094367636,-1.37784853,0.228977982,-0.862299112,0.403005315,1.762162364
Sel,ELLR,AB,A5,425,425-4,0.034,0.33,265,169,28.98,0,2.93,1.465,0.048297722,-1.37784853,-1.137564697,-0.448813334,0.765320892,0.520102284
Sel,ELLR,AB,A5,425,425-5,0.031,0.33,222,126,32.43,-1.67,1.33,1.5,-0.474737235,-1.37784853,-0.324707414,-0.361104229,-0.041652333,0.729946653
Sel,PENN,AC,A4,129,129-1,0.041,0.22,164,68,37.36,-0.26,2.57,1.415,1.268712622,-2.177480313,0.836853864,-0.574112054,-0.745040767,2.618677392
Sel,PENN,AC,A4,129,129-10,0.037,0.67,157,61,28.55,-1.08,3.2,2.14,0.571332679,1.093740619,-1.238877344,1.242719397,-1.691289789,-0.982513717
Sel,PENN,AC,A4,129,129-2,0.034,0.33,164,68,35.41,0,3.68,1.84,0.048297722,-1.37784853,0.37741279,0.490927072,-0.745040767,0.759231928
Sel,PENN,AC,A4,129,129-3,0.038,0.33,160,64,33.57,-0.95,3.44,2.195,0.745677665,-1.37784853,-0.056111094,1.38054799,-1.058871293,0.399507924
Sel,PENN,AC,A4,129,129-4,0.037,0.44,161,65,36.16,-1.84,2.15,1.995,0.571332679,-0.578216746,0.554120896,0.879353107,-0.943658984,0.386122321
Sel,PENN,AC,A4,129,129-5,0.039,0.44,158,62,29.79,-0.6,3.91,2.255,0.920022651,-0.578216746,-0.946719944,1.530906455,-1.409682012,-0.173905136
Sel,PENN,AC,A4,129,129-6,0.035,0.44,160,64,29.79,0,3.46,1.73,0.222642708,-0.578216746,-0.946719944,0.215269886,-1.058871293,0.373481061
Sel,PENN,AC,A4,129,129-8,0.036,0.56,155,59,30.6,-1.15,2.67,1.91,0.396987693,0.294108836,-0.75587519,0.666345281,-2.674363204,0.271271905
Sel,PENN,AC,A4,129,129-9,0.038,0.56,155,59,24.3,-1.36,2.51,1.935,0.745677665,0.294108836,-2.240223273,0.728994642,-2.674363204,-0.014762804
Sel,PENN,AC,A4,130,130-1,0.038,0.44,171,75,29.52,0,2.68,1.34,0.745677665,-0.578216746,-1.010334861,-0.762060136,-0.619179906,1.147393083
Sel,PENN,AC,A4,130,130-10,0.04,0.67,159,63,30.71,0,3.64,1.82,1.094367636,1.093740619,-0.729958001,0.440807584,-1.208243346,-0.20320759
Sel,PENN,AC,A4,130,130-2,0.038,0.44,170,74,28.92,-0.9,2.39,1.645,0.745677665,-0.578216746,-1.151701345,0.002262061,-0.649300555,0.556585228
Sel,PENN,AC,A4,130,130-3,0.035,0.56,160,64,34.78,0,4.1,2.05,0.222642708,0.294108836,0.228977982,1.017181699,-1.058871293,-0.376811335
Sel,PENN,AC,A4,130,130-4,0.039,0.67,161,65,38.46,-1.51,2.08,1.795,0.920022651,1.093740619,1.096025751,0.378158223,-0.943658984,0.153657211
Sel,PENN,AC,A4,130,130-5,0.034,0.44,164,68,35.96,-0.17,2.93,1.55,0.048297722,-0.578216746,0.506998734,-0.235805508,-0.745040767,0.901984608
Sel,PENN,AC,A4,130,130-6,0.045,0.44,163,67,28.63,0,2.87,1.435,1.966092565,-0.578216746,-1.220028479,-0.523992566,-0.785920783,1.50019556
Sel,PENN,AC,A4,130,130-7,0.039,0.67,160,64,32.05,0,4.02,2.01,0.920022651,1.093740619,-0.41423952,0.916942723,-1.058871293,-0.599788537
Sel,PENN,AC,A4,130,130-8,0.04,0.67,163,67,34.42,-0.37,3.07,1.72,1.094367636,1.093740619,0.144158092,0.190210142,-0.785920783,0.061595494
Sel,PENN,AC,A4,130,130-9,0.037,0.67,155,59,26.14,-1.19,2.31,1.75,0.571332679,1.093740619,-1.806699388,0.265389375,-2.674363204,-0.061453098
Sel,PENN,AC,A4,131,131-1,0.038,0.56,252,156,33.51,-1.53,2.42,1.975,0.745677665,0.294108836,-0.070247742,0.829233618,0.380839409,-0.602086719
