Treatment,Pop,GH.area,Mat.area,Dam,Plant_ID,SM_g,GR,FT,DTF,CW,ASD_S,ASD_L,ASD,SM.s,GR.s,CW.s,ASD.s,ORQFT,Index
Sel,MARY,CB,A3,222,222-1,0.032,0.6,164,68,34.84,-0.42,2.15,1.285,-0.30039225,0.58488403,0.243114631,-0.899888728,-0.745040767,0.550831906
Sel,MARY,CB,A3,222,222-2,0.043,0.7,167,71,36,-0.71,2.06,1.385,1.617402594,1.311822015,0.516423166,-0.649291287,-0.691150096,0.853716238
Sel,MARY,CB,A3,222,222-3,0.042,0.5,159,63,34.57,-1.36,0.99,1.175,1.443057608,-0.142053955,0.179499713,-1.175545914,-1.208243346,2.040181109
Sel,MARY,CB,A3,222,222-4,0.039,0.5,160,64,36.7,-1.54,1.65,1.595,0.920022651,-0.142053955,0.681350731,-0.12303666,-1.058871293,1.116998356
Sel,MARY,CB,A3,222,222-5,0.038,0.7,159,63,32.66,-0.79,2.12,1.455,0.745677665,1.311822015,-0.270516928,-0.473873078,-1.208243346,0.326233587
Sel,MARY,CB,A3,222,222-6,0.043,0.7,158,62,34.7,-1.17,2.45,1.81,1.617402594,1.311822015,0.210129118,0.41574784,-1.409682012,0.241575023
Sel,MARY,CB,A3,222,222-7,0.038,0.8,160,64,34.03,-1.64,1.33,1.485,0.745677665,2.03876,0.052269877,-0.398693845,-1.058871293,-0.086477124
Sel,MARY,CB,A3,222,222-8,0.038,0.9,159,63,36.1,-1.23,1.49,1.36,0.745677665,2.765697985,0.539984247,-0.711940647,-1.208243346,-0.063189792
Sel,MARY,CB,A3,222,222-9,0.041,0.6,165,69,34.99,-1.02,1.25,1.135,1.268712622,0.58488403,0.278456252,-1.275784891,-0.716697017,1.502025551
Sel,MARY,CB,A3,223,223-1,0.028,0.7,164,68,36.46,-0.4,2.07,1.235,-0.997772193,1.311822015,0.624804138,-1.025187449,-0.745040767,0.054827561
Sel,MARY,CB,A3,223,223-10,0.037,0.6,159,63,33.28,-1.8,0.97,1.385,0.571332679,0.58488403,-0.124438228,-0.649291287,-1.208243346,0.808159093
Sel,MARY,CB,A3,223,223-2,0.036,0.7,158,62,39.53,-2.18,1.49,1.835,0.396987693,1.311822015,1.348129314,0.4783972,-1.409682012,-0.030494538
Sel,MARY,CB,A3,223,223-3,0.04,0.8,157,61,45.01,-1.94,1.44,1.69,1.094367636,2.03876,2.639276535,0.11503091,-1.691289789,0.587307409
Sel,MARY,CB,A3,223,223-4,0.032,0.7,164,68,38.75,-2.45,1.76,2.105,-0.30039225,1.311822015,1.164352885,1.155010292,-0.745040767,-1.113665005
Sel,MARY,CB,A3,223,223-5,0.036,0.7,160,64,29.86,-2.43,1.58,2.005,0.396987693,1.311822015,-0.930227187,0.904412851,-1.058871293,-1.067479022
Sel,MARY,CB,A3,223,223-6,0.033,0.6,158,62,31.66,-1.16,1.96,1.56,-0.126047264,0.58488403,-0.506127735,-0.210745764,-1.409682012,0.155810243
Sel,MARY,CB,A3,223,223-7,0.034,0.5,159,63,37.89,-1.33,0.96,1.145,0.048297722,-0.142053955,0.961727591,-1.250725147,-1.208243346,1.701560473
Sel,MARY,CB,A3,223,223-8,0.034,0.6,159,63,36.98,-1.27,0,0.635,0.048297722,0.58488403,0.747321757,-2.528772099,-1.208243346,2.200004295
Sel,MARY,CB,A3,223,223-9,0.041,0.8,168,72,37.86,-0.97,3.6,2.285,1.268712622,2.03876,0.954659267,1.606085687,-0.679283336,-1.239674819
Sel,MARY,CB,A3,224,224-1,0.051,0.7,162,66,35,-1.22,1.38,1.3,3.012162479,1.311822015,0.28081236,-0.862299112,-0.847317869,1.603975329
Sel,MARY,CB,A3,224,224-10,0.04,0.6,161,65,32.83,-1.8,1.39,1.595,1.094367636,0.58488403,-0.230463091,-0.12303666,-0.943658984,0.522758827
Sel,MARY,CB,A3,224,224-2,0.038,0.6,162,66,42.08,-1.45,1.3,1.375,0.745677665,0.58488403,1.948936872,-0.674351031,-0.847317869,1.317926493
Sel,MARY,CB,A3,224,224-3,0.032,0.7,159,63,33.99,-2.29,1.27,1.78,-0.30039225,1.311822015,0.042845445,0.340568607,-1.208243346,-0.642493379
Sel,MARY,CB,A3,224,224-4,0.038,0.5,160,64,22.51,-2.23,0,1.115,0.745677665,-0.142053955,-2.661966617,-1.325904379,-1.058871293,1.052641602
Sel,MARY,CB,A3,224,224-5,0.036,0.7,161,65,36.13,-1.74,1.18,1.46,0.396987693,1.311822015,0.547052571,-0.461343206,-0.943658984,0.287943827
Sel,MARY,CB,A3,224,224-6,0.034,0.6,163,67,38.49,0,2.14,1.07,0.048297722,0.58488403,1.103094075,-1.438673228,-0.785920783,1.338771982
Sel,MARY,CB,A3,224,224-7,0.039,0.5,162,66,35.81,-1.14,1.8,1.47,0.920022651,-0.142053955,0.471657113,-0.436283462,-0.847317869,1.218269454
Sel,MARY,CB,A3,224,224-8,0.04,0.2,168,72,37.89,-0.69,2.04,1.365,1.094367636,-2.32286791,0.961727591,-0.699410775,-0.679283336,2.723532824
Sel,MARY,CB,A3,224,224-9,0.034,0.6,162,66,37.77,-1.17,2.1,1.635,0.048297722,0.58488403,0.933454294,-0.022797683,-0.847317869,0.270521425
Sel,MARY,CB,A3,225,225-1,0.033,0.4,162,66,34.26,-0.89,1.91,1.4,-0.126047264,-0.86899194,0.106460363,-0.611701671,-0.847317869,1.191317779
Sel,MARY,CB,A3,225,225-2,0.028,0.5,160,64,34.86,-2.24,1.46,1.85,-0.997772193,-0.142053955,0.247826847,0.515986816,-1.058871293,-0.292924821
Sel,MARY,CB,A3,225,225-3,0.034,0.5,161,65,33.23,-1.71,1.8,1.755,0.048297722,-0.142053955,-0.136218768,0.277919247,-0.943658984,0.190815787
Sel,MARY,CB,A3,225,225-4,0.035,0.6,161,65,31.67,-1.46,1.01,1.235,0.222642708,0.58488403,-0.503771627,-1.025187449,-0.943658984,0.742496105
Sel,MARY,CB,A3,225,225-5,0.031,0.4,161,65,27.57,-1.2,0.37,0.785,-0.474737235,-0.86899194,-1.469775935,-2.152875936,-0.943658984,1.799840285
Sel,HOFF,CC,A5,329,329-1,0.033,0.6,229,133,35.19,-0.17,3.05,1.61,-0.126047264,0.58488403,0.325578413,-0.085447043,0.039304477,-0.231985219
Sel,HOFF,CC,A5,329,329-10,0.03,0,241,145,32.98,-2.64,0.65,1.645,-0.649082221,-3.776743881,-0.19512147,0.002262061,0.103404988,1.652952705
Sel,HOFF,CC,A5,329,329-2,0.03,0.8,233,137,36.8,-0.45,3.35,1.9,-0.649082221,2.03876,0.704911812,0.641285537,0.055744741,-1.677626298
Sel,HOFF,CC,A5,329,329-3,0.041,0.8,206,110,31,-1.4,2.02,1.71,1.268712622,2.03876,-0.661630867,0.165150398,-0.435665993,-0.686315284
Sel,HOFF,CC,A5,329,329-4,0.034,0.7,225,129,33.88,-0.74,2.52,1.63,0.048297722,1.311822015,0.016928256,-0.035327555,0.011729929,-0.654291272
Sel,HOFF,CC,A5,329,329-5,0.032,0.8,221,125,29.47,-1.57,1.43,1.5,-0.30039225,2.03876,-1.022115402,-0.361104229,-0.082788575,-1.191835825
Sel,HOFF,CC,A5,329,329-6,0.04,0.7,245,149,33.03,-0.55,2.43,1.49,1.094367636,1.311822015,-0.18334093,-0.386163973,0.175075739,-0.056101901
Sel,HOFF,CC,A5,329,329-7,0.033,0.6,222,126,28.39,-1.51,1.89,1.7,-0.126047264,0.58488403,-1.276575073,0.140090654,-0.041652333,-0.790392152
Sel,HOFF,CC,A5,329,329-8,0.033,0.8,215,119,32.55,-1.16,1.54,1.35,-0.126047264,2.03876,-0.296434117,-0.737000391,-0.304325739,-0.570324753
Sel,HOFF,CC,A5,329,329-9,0.038,0.7,222,126,32.05,-1.53,2.26,1.895,0.745677665,1.311822015,-0.41423952,0.628755665,-0.041652333,-0.939176455
Sel,HOFF,CC,A5,330,330-1,0.035,0.6,288,192,37.38,-0.21,2.46,1.335,0.222642708,0.58488403,0.84156608,-0.774590008,1.615401951,0.003539026
Sel,HOFF,CC,A5,330,330-10,0.036,0.8,286,190,41.36,0,2.13,1.065,0.396987693,2.03876,1.779297091,-1.4512031,1.419250753,0.115795367
Sel,HOFF,CC,A5,330,330-2,0.033,0.6,289,193,39.72,-0.58,3.09,1.835,-0.126047264,0.58488403,1.392895368,0.4783972,1.747869291,-0.973763199
Sel,HOFF,CC,A5,330,330-3,0.034,0.6,275,179,39.94,-1.4,1.53,1.465,0.048297722,0.58488403,1.444729745,-0.448813334,1.058871293,0.043646533
Sel,HOFF,CC,A5,330,330-4,0.033,0.6,283,187,30.92,-0.48,1.8,1.14,-0.126047264,0.58488403,-0.680479732,-1.263255019,1.282085024,-0.066889488
Sel,HOFF,CC,A5,330,330-5,0.034,0.8,286,190,43.21,-0.71,2.01,1.36,0.048297722,2.03876,2.215177083,-0.711940647,1.419250753,-0.46552448
Sel,HOFF,CC,A5,330,330-6,0.033,0.8,288,192,41.56,-0.77,2.63,1.7,-0.126047264,2.03876,1.826419252,0.140090654,1.615401951,-1.341173198
Sel,HOFF,CC,A5,330,330-7,0.035,0.7,287,191,39.45,-1.21,2.17,1.69,0.222642708,1.311822015,1.32928045,0.11503091,1.51930766,-0.880255634
Sel,HOFF,CC,A5,330,330-8,0.035,0.5,289,193,37.75,-0.68,2.26,1.47,0.222642708,-0.142053955,0.928742078,-0.436283462,1.747869291,0.118648229
Sel,HOFF,CC,A5,330,330-9,0.035,0.6,283,187,42.72,-0.87,2.62,1.745,0.222642708,0.58488403,2.099727788,0.252859503,1.282085024,-0.306717027
Sel,HOFF,CC,A5,331,331-1,0.03,0.5,215,119,34.26,0,3.41,1.705,-0.649082221,-0.142053955,0.106460363,0.152620526,-0.304325739,-0.179307914
Sel,HOFF,CC,A5,331,331-10,0.026,0.6,223,127,38.94,-1,1.92,1.46,-1.346462164,0.58488403,1.209118938,-0.461343206,-0.013489518,-0.228315434
Sel,HOFF,CC,A5,331,331-2,0.027,0.4,235,139,34.35,-0.8,2.75,1.775,-1.172117178,-0.86899194,0.127665335,0.328038735,0.075728624,-0.27379777
Sel,HOFF,CC,A5,331,331-3,0.026,0.5,218,122,36.54,-2.75,-0.31,1.53,-1.346462164,-0.142053955,0.643653002,-0.285924997,-0.206732213,-0.04879906
Sel,HOFF,CC,A5,331,331-4,0.029,0.8,218,122,33.12,-4.51,-0.57,2.54,-0.823427207,2.03876,-0.162135957,2.245109163,-0.206732213,-3.071387408
Sel,HOFF,CC,A5,331,331-5,0.032,0.5,246,150,35.22,0,3.48,1.74,-0.30039225,-0.142053955,0.332646737,0.240329631,0.195361484,-0.211947128
Sel,HOFF,CC,A5,331,331-6,0.025,0.7,223,127,35.53,0,4.28,2.14,-1.52080715,1.311822015,0.405686087,1.242719397,-0.013489518,-2.161414373
Sel,HOFF,CC,A5,331,331-7,0.033,0.7,237,141,32.87,-0.67,2.9,1.785,-0.126047264,1.311822015,-0.221038659,0.353098479,0.082788575,-1.103691803
Sel,HOFF,CC,A5,331,331-8,0.03,0.7,172,76,33.43,0,2.52,1.26,-0.649082221,1.311822015,-0.089096607,-0.962538089,-0.56329576,-0.093384803
Sel,HOFF,CC,A5,331,331-9,0.025,0.6,227,131,38.95,-0.33,2.67,1.5,-1.52080715,0.58488403,1.211475046,-0.361104229,0.028741623,-0.391615849
Sel,HOFF,CC,A5,332,332-1,0.038,0.6,265,169,33.18,0,3.69,1.845,0.745677665,0.58488403,-0.147999309,0.503456944,0.765320892,-0.673817468
Sel,HOFF,CC,A5,332,332-2,0.029,0.5,250,154,36.42,-1.67,2.19,1.93,-0.823427207,-0.142053955,0.615379705,0.71646477,0.321571605,-0.758843904
Sel,HOFF,CC,A5,332,332-3,0.029,0.6,251,155,36.35,-0.36,3.97,2.165,-0.823427207,0.58488403,0.598886949,1.305368757,0.354484077,-1.5986704
Sel,HOFF,CC,A5,332,332-4,0.027,0.4,269,173,36.84,0.55,2.93,1.74,-1.172117178,-0.86899194,0.714336244,0.240329631,0.915650458,-0.35274515
Sel,HOFF,CC,A5,332,332-5,0.03,0.4,274,178,43.34,0,3.26,1.63,-0.649082221,-0.86899194,2.245806488,-0.035327555,1.04560878,0.43154735
Sel,ELLR,CC,A6,436,436-1,0.028,0.4,217,121,33.34,-1.28,2.4,1.84,-0.997772193,-0.86899194,-0.11030158,0.490927072,-0.246449127,-0.267410456
Sel,ELLR,CC,A6,436,436-10,0.03,0.6,249,153,36.44,-0.88,2.02,1.45,-0.649082221,0.58488403,0.620091921,-0.48640295,0.29145076,-0.172784037
Sel,ELLR,CC,A6,436,436-2,0.025,0.5,267,171,36.54,-1.1,1.72,1.41,-1.52080715,-0.142053955,0.643653002,-0.586641927,0.841454099,-0.273216039
Sel,ELLR,CC,A6,436,436-3,0.025,0.5,216,120,33.31,-0.34,3.08,1.71,-1.52080715,-0.142053955,-0.117369904,0.165150398,-0.275576727,-0.632172967
Sel,ELLR,CC,A6,436,436-4,0.026,0.4,248,152,33.79,-1.21,1.84,1.525,-1.346462164,-0.86899194,-0.004276717,-0.298454869,0.259165277,0.014217154
Sel,ELLR,CC,A6,436,436-5,0.027,0.5,246,150,32.96,-0.72,2.69,1.705,-1.172117178,-0.142053955,-0.199833686,0.152620526,0.195361484,-0.661626211
Sel,ELLR,CC,A6,436,436-6,0.026,0.5,220,124,36.77,-1.92,2.31,2.115,-1.346462164,-0.142053955,0.697843488,1.180070036,-0.130569274,-1.144060979
Sel,ELLR,CC,A6,436,436-7,0.03,0.5,220,124,32.41,-2.46,0.64,1.55,-0.649082221,-0.142053955,-0.32941963,-0.235805508,-0.130569274,-0.068501146
Sel,ELLR,CC,A6,436,436-8,0.031,0.6,222,126,30.35,-1.77,1.68,1.725,-0.474737235,0.58488403,-0.814777892,0.202740014,-0.041652333,-0.86529763
Sel,ELLR,CC,A6,436,436-9,0.029,0.5,227,131,38.15,-0.75,3.33,2.04,-0.823427207,-0.142053955,1.022986401,0.992121955,0.028741623,-0.751597918
Sel,ELLR,CC,A6,437,437-1,0.03,0.6,251,155,33.03,-0.56,2.51,1.535,-0.649082221,0.58488403,-0.18334093,-0.273395125,0.354484077,-0.563312493
Sel,ELLR,CC,A6,437,437-10,0.021,0.6,253,157,36.59,-0.49,2.13,1.31,-2.218187093,0.58488403,0.655433542,-0.837239368,0.403005315,-0.618391382
Sel,ELLR,CC,A6,437,437-2,0.024,0.6,243,147,29.55,-1.18,1.52,1.35,-1.695152136,0.58488403,-1.003266537,-0.737000391,0.137078625,-0.808757649
Sel,ELLR,CC,A6,437,437-3,0.032,0.5,251,155,38.45,-0.52,2.35,1.435,-0.30039225,-0.142053955,1.093669643,-0.523992566,0.354484077,0.495795398
Sel,ELLR,CC,A6,437,437-4,0.029,0.7,224,128,37.03,-1.75,2.06,1.905,-0.823427207,1.311822015,0.759102297,0.653815409,0.001172966,-1.339259177
Sel,ELLR,CC,A6,437,437-5,0.029,0.5,270,174,40.51,0,3.38,1.69,-0.823427207,-0.142053955,1.579027905,0.11503091,0.935451918,-0.279379268
Sel,ELLR,CC,A6,437,437-6,0.036,0.4,249,153,26.78,-2.57,1.04,1.805,0.396987693,-0.86899194,-1.655908472,0.403217968,0.29145076,-0.199560345
Sel,ELLR,CC,A6,437,437-7,0.025,0.6,251,155,37.74,-0.84,1.08,0.96,-1.52080715,0.58488403,0.92638597,-1.714330413,0.354484077,0.417310061
Sel,ELLR,CC,A6,437,437-8,0.033,0.6,255,159,39.74,0,4.26,2.13,-0.126047264,0.58488403,1.397607584,1.217659653,0.453144702,-1.059478495
Sel,ELLR,CC,A6,437,437-9,0.025,0.5,250,154,39.05,-2.6,1.31,1.955,-1.52080715,-0.142053955,1.235036127,0.77911413,0.321571605,-0.94217828
Sel,ELLR,CC,A6,438,438-1,0.027,0.4,220,124,32.97,-3.49,0,1.745,-1.172117178,-0.86899194,-0.197477578,0.252859503,-0.130569274,-0.23051251
Sel,ELLR,CC,A6,438,438-10,0.028,0.5,249,153,26.78,-2.57,1.04,1.805,-0.997772193,-0.142053955,-1.655908472,0.403217968,0.29145076,-1.18801266
Sel,ELLR,CC,A6,438,438-2,0.034,0.5,218,122,31.17,-4.65,-1.13,2.89,0.048297722,-0.142053955,-0.62157703,3.122200208,-0.206732213,-2.298013796
Sel,ELLR,CC,A6,438,438-3,0.04,0.5,247,151,34.6,-3.35,0.92,2.135,1.094367636,-0.142053955,0.186568037,1.230189525,0.222937096,-0.391511795
Sel,ELLR,CC,A6,438,438-4,0.028,0.5,255,159,37.39,-0.42,3.52,1.97,-0.997772193,-0.142053955,0.843922188,0.816703746,0.453144702,-0.894437929
Sel,ELLR,CC,A6,438,438-5,0.026,0.6,246,150,36.06,-3.66,0.33,1.995,-1.346462164,0.58488403,0.530559815,0.879353107,0.195361484,-1.470435245
Sel,ELLR,CC,A6,438,438-6,0.028,0.6,247,151,37.2,-1.22,1.42,1.32,-0.997772193,0.58488403,0.799156135,-0.812179624,0.222937096,-0.010808254
Sel,ELLR,CC,A6,438,438-7,0.032,0.5,221,125,32.05,-2.65,0,1.325,-0.30039225,-0.142053955,-0.41423952,-0.799649752,-0.082788575,0.458507155
Sel,ELLR,CC,A6,438,438-8,0.03,0.5,219,123,37.47,-4.21,0,2.105,-0.649082221,-0.142053955,0.862771052,1.155010292,-0.169718362,-0.768652964
Sel,ELLR,CC,A6,438,438-9,0.028,0.6,254,158,33.14,-1.49,1.64,1.565,-0.997772193,0.58488403,-0.157423741,-0.198215892,0.423445778,-0.786332215
Sel,ELLR,CC,A6,439,439-1,0.032,0.6,247,151,42.33,-0.18,2.56,1.37,-0.30039225,0.58488403,2.007839573,-0.686880903,0.222937096,0.513684472
Sel,ELLR,CC,A6,439,439-2,0.029,0.4,218,122,35.28,-3.63,0,1.815,-0.823427207,-0.86899194,0.346783386,0.428277712,-0.206732213,-0.040309674
Sel,ELLR,CC,A6,439,439-3,0.036,0.4,220,124,26.99,-0.65,1.73,1.19,0.396987693,-0.86899194,-1.606430203,-1.137956298,-0.130569274,1.101017087
Sel,ELLR,CC,A6,439,439-4,0.033,0.4,221,125,32.36,-1.15,1.5,1.325,-0.126047264,-0.86899194,-0.34120017,-0.799649752,-0.082788575,0.941597975
Sel,ELLR,CC,A6,439,439-5,0.029,0.5,243,147,37.84,-0.7,2.36,1.53,-0.823427207,-0.142053955,0.949947051,-0.285924997,0.137078625,0.134538736
Sel,PENN,CD,A6,143,143-1,0.042,0.5,216,120,31.03,-1.65,1.71,1.68,1.443057608,-0.142053955,-0.654562543,0.089971166,-0.275576727,0.556195383
Sel,PENN,CD,A6,143,143-10,0.042,0.6,206,110,36.1,-1.43,1.21,1.32,1.443057608,0.58488403,0.539984247,-0.812179624,-0.435665993,1.203671679
Sel,PENN,CD,A6,143,143-2,0.042,0.4,220,124,34.26,-1.42,1.24,1.33,1.443057608,-0.86899194,0.106460363,-0.78711988,-0.130569274,1.741194098
Sel,PENN,CD,A6,143,143-3,0.041,0.4,218,122,32.12,-5.42,0,2.71,1.268712622,-0.86899194,-0.397746764,2.671124814,-0.206732213,-0.992665439
Sel,PENN,CD,A6,143,143-4,0.039,0.7,212,116,32.22,-1.68,0.31,0.995,0.920022651,1.311822015,-0.374185683,-1.626621309,-0.380839409,0.931867419
Sel,PENN,CD,A6,143,143-5,0.041,0.8,217,121,32.02,-1.1,1.32,1.21,1.268712622,2.03876,-0.421307844,-1.08783681,-0.246449127,0.23490676
Sel,PENN,CD,A6,143,143-6,0.044,0.7,220,124,31.55,-1.12,1.34,1.23,1.791747579,1.311822015,-0.532044924,-1.037717321,-0.130569274,0.741541014
Sel,PENN,CD,A6,143,143-7,0.041,0.9,218,122,33.17,-4.45,-1.5,2.975,1.268712622,2.765697985,-0.150355417,3.335208034,-0.206732213,-3.363006839
Sel,PENN,CD,A6,143,143-8,0.039,0.7,215,119,37.3,-1.2,3.83,2.515,0.920022651,1.311822015,0.822717215,2.182459803,-0.304325739,-1.59369157
Sel,PENN,CD,A6,143,143-9,0.047,0.7,220,124,31.77,-2.11,2.59,2.35,2.314782536,1.311822015,-0.480210546,1.768974024,-0.130569274,-1.092512927
Sel,PENN,CD,A6,144,144-1,0.033,0.6,213,117,38.92,0,3.51,1.755,-0.126047264,0.58488403,1.204406722,0.277919247,-0.360736177,-0.127806807
Sel,PENN,CD,A6,144,144-10,0.04,0.7,208,112,32.64,-0.84,2.12,1.48,1.094367636,1.311822015,-0.275229144,-0.411223717,-0.424729111,0.150884245
Sel,PENN,CD,A6,144,144-2,0.033,0.6,210,114,35.61,-1.42,1.05,1.235,-0.126047264,0.58488403,0.424534952,-1.025187449,-0.405551009,0.645575594
Sel,PENN,CD,A6,144,144-3,0.035,0.5,225,129,32.55,-0.8,2.82,1.81,0.222642708,-0.142053955,-0.296434117,0.41574784,0.011729929,-0.21672046
Sel,PENN,CD,A6,144,144-4,0.04,0.6,215,119,29.86,-0.96,2.19,1.575,1.094367636,0.58488403,-0.930227187,-0.173156148,-0.304325739,0.149465333
Sel,PENN,CD,A6,144,144-5,0.031,0.7,216,120,37.44,-5.28,-0.94,3.11,-0.474737235,1.311822015,0.855702728,3.67351458,-0.275576727,-3.295685696
Sel,PENN,CD,A6,144,144-6,0.036,0.7,209,113,37.84,-1.7,1.79,1.745,0.396987693,1.311822015,0.949947051,0.252859503,-0.415760316,-0.32077897
Sel,PENN,CD,A6,144,144-7,0.035,0.7,214,118,32.64,0,3.68,1.84,0.222642708,1.311822015,-0.275229144,0.490927072,-0.334568781,-0.921888881
Sel,PENN,CD,A6,144,144-8,0.034,0.5,222,126,23.32,-0.38,3.19,1.785,0.048297722,-0.142053955,-2.471121863,0.353098479,-0.041652333,-0.797327672
Sel,PENN,CD,A6,145,145-1,0.04,0.6,213,117,33.55,0,3.44,1.72,1.094367636,0.58488403,-0.06082331,0.190210142,-0.360736177,0.129369036
Sel,PENN,CD,A6,145,145-10,0.034,0.8,211,115,26.77,-0.95,1.64,1.295,0.048297722,2.03876,-1.65826458,-0.874828984,-0.394749715,-0.719048083
Sel,PENN,CD,A6,145,145-2,0.037,0.5,214,118,31.42,-0.75,2.78,1.765,0.571332679,-0.142053955,-0.562674329,0.302978991,-0.334568781,0.069273603
Sel,PENN,CD,A6,145,145-3,0.039,0.6,219,123,24.73,-0.94,1.4,1.17,0.920022651,0.58488403,-2.138910626,-1.188075786,-0.169718362,0.458957114
Sel,PENN,CD,A6,145,145-4,0.032,0.7,171,75,30.5,0,2.41,1.205,-0.30039225,1.311822015,-0.779436271,-1.100366682,-0.619179906,-0.003151073
Sel,PENN,CD,A6,145,145-5,0.035,0.6,172,76,36.72,-0.69,1.61,1.15,0.222642708,0.58488403,0.686062947,-1.238195275,-0.56329576,1.077291736
Sel,PENN,CD,A6,145,145-6,0.039,0.6,167,71,31.43,-0.63,1.84,1.235,0.920022651,0.58488403,-0.56031822,-1.025187449,-0.691150096,0.937883966
Sel,PENN,CD,A6,145,145-7,0.035,0.7,211,115,34.59,-1.95,1.64,1.795,0.222642708,1.311822015,0.184211929,0.378158223,-0.394749715,-0.696685763
Sel,PENN,CD,A6,145,145-9,0.041,0.7,212,116,34.24,-0.64,2.81,1.725,1.268712622,1.311822015,0.101748147,0.202740014,-0.380839409,-0.144133402
Sel,PENN,CD,A6,146,146-1,0.04,0.7,212,116,28.82,-1.79,1.49,1.64,1.094367636,1.311822015,-1.175262426,-0.010267811,-0.380839409,-0.396997174
Sel,PENN,CD,A6,146,146-2,0.038,0.6,171,75,32.89,-0.28,2.44,1.36,0.745677665,0.58488403,-0.216326443,-0.711940647,-0.619179906,0.696436838
Sel,PENN,CD,A6,146,146-3,0.042,0.6,215,119,33.62,-0.33,4.17,2.25,1.443057608,0.58488403,-0.044330554,1.518376583,-0.304325739,-0.717147619
Sel,PENN,CD,A6,146,146-4,0.043,0.4,214,118,29.84,-0.95,1.97,1.46,1.617402594,-0.86899194,-0.934939403,-0.461343206,-0.334568781,1.374514896
Sel,PENN,CD,A6,146,146-5,0.039,0.4,220,124,31.2,-1.13,2.2,1.665,0.920022651,-0.86899194,-0.614508706,0.052381549,-0.130569274,0.707251438
Sel,HOFF,CD,A7,350,350-1,0.03,0.5,267,171,35.05,-1.08,3.23,2.155,-0.649082221,-0.142053955,0.2925929,1.280309013,0.841454099,-1.369258515
Sel,HOFF,CD,A7,350,350-10,0.027,0.4,267,171,35.34,-1.18,2.79,1.985,-1.172117178,-0.86899194,0.360920034,0.854293362,0.841454099,-0.872568595
Sel,HOFF,CD,A7,350,350-2,0.031,0.4,225,129,36.28,-0.72,2.9,1.81,-0.474737235,-0.86899194,0.582394192,0.41574784,0.011729929,0.103222588
Sel,HOFF,CD,A7,350,350-3,0.032,0.4,279,183,33.42,0,5.49,2.745,-0.30039225,-0.86899194,-0.091452715,2.758833918,1.146097537,-2.130943624
Sel,HOFF,CD,A7,350,350-4,0.025,0.4,285,189,34.15,0,3.77,1.885,-1.52080715,-0.86899194,0.080543174,0.603695921,1.343150612,-1.088821203
Sel,HOFF,CD,A7,350,350-5,0.025,0.6,263,167,32.24,-1.59,3.57,2.58,-1.52080715,0.58488403,-0.369473467,2.34534814,0.677068979,-3.034860903
Sel,HOFF,CD,A7,350,350-6,0.024,0.5,243,147,29.95,0,3.11,1.555,-1.695152136,-0.142053955,-0.909022214,-0.223275636,0.137078625,-0.774368358
Sel,HOFF,CD,A7,350,350-8,0.029,0.4,266,170,34.12,-1.75,4.52,3.135,-0.823427207,-0.86899194,0.07347485,3.73616394,0.798764866,-2.91099791
Sel,HOFF,CD,A7,350,350-9,0.028,0.3,241,145,39.32,-0.74,4.04,2.39,-0.997772193,-1.595929925,1.298651045,1.869213001,0.103404988,-0.650309081
Sel,HOFF,CA,A1,304,304-10,0.027,0.3,266,170,11.3,-1.52,0.89,1.205,-1.172117178,-1.595929925,-5.303163761,-1.100366682,0.798764866,-0.511953768
Sel,HOFF,CA,A1,304,304-6,0.022,0.4,255,159,32.57,-0.34,3.5,1.92,-2.043842107,-0.86899194,-0.291721901,0.691405025,0.453144702,-1.16064026
Sel,HOFF,CA,A1,304,304-7,0.025,0.3,264,168,31.56,-1.68,2.22,1.95,-1.52080715,-1.595929925,-0.529688816,0.766584258,0.722776022,-0.760405637
Sel,HOFF,CA,A1,304,304-8,0.023,0.4,253,157,34.03,0,3.48,1.74,-1.869497121,-0.86899194,0.052269877,0.240329631,0.403005315,-0.644562811
Sel,HOFF,CA,A1,305,305-1,0.029,0.2,282,186,44.6,0,3.04,1.52,-0.823427207,-2.32286791,2.542676105,-0.310984741,1.24177622,1.34652429
Sel,HOFF,CA,A1,306,306-1,0.03,0.4,264,168,36.8,-0.33,2.84,1.585,-0.649082221,-0.86899194,0.704911812,-0.148096404,0.722776022,0.224760087
Sel,HOFF,CA,A1,306,306-10,0.029,0.8,264,168,19.34,-1.79,1.13,1.46,-0.823427207,2.03876,-3.408852874,-0.461343206,0.722776022,-2.254673243
Sel,HOFF,CA,A1,306,306-2,0.03,0.4,264,168,28.78,-1.28,2.38,1.83,-0.649082221,-0.86899194,-1.184686858,0.465867328,0.722776022,-0.724610384
Sel,HOFF,CA,A1,306,306-3,0.034,0.6,222,126,38.34,-1.47,2.19,1.83,0.048297722,0.58488403,1.067752454,0.465867328,-0.041652333,-0.340626198
Sel,HOFF,CA,A1,306,306-4,0.032,0.4,264,168,37.16,-0.76,1.98,1.37,-0.30039225,-0.86899194,0.789731702,-0.686880903,0.722776022,0.794730732
Sel,HOFF,CA,A1,306,306-5,0.035,0.6,264,168,28.36,-0.39,3.1,1.745,0.222642708,0.58488403,-1.283643397,0.252859503,0.722776022,-0.996603154
